text,Y
if you are looking for an upgrade from the standard tazo or lipton bagged green tea this is the way to go by far the best bagged green tea i have ever tried you will not regret buying this ,1
after work out i make a honey tea putting one table spoon in a warm water mixed with a teaspoon of creatine powder for the fast muscle recovery process this honey is so wonderful it tastes great and it brings out subtle and yet delightful scents of flowers i can almost imagine wondering through exotic flowers and whatnot in the rain forest and it is organic so you have a piece of mind knowing that it is pure and good for your body ,1
we absolutely love this salsa and will buy no other we use it to make guacamole by simply mixing with avocados it makes better guacamole than we can get in any restaurant around it is also simply great salsa for dipping with tortilla chips the fire roasted flavor is delicious we order it from amazon because it is almost a dollar a jar cheaper than our grocery store ,1
i have used a similar type of conditioner and it seems that they all have a coconut scent i do not like i have to use a tiny bit of product wash it out fully with water more than i would normally use yet the scent of the tropics still remains it does work the scent just lingers for days ,1
granola was very dry and not too sweet need milk i prefer costco is granola it taste much better i would not recommend the purchase of this product now i got to find way to get rid of the other packages also bought the fruit and nut one hope that is better ,0
i bought pounds bob is red mill does not have the occasional gritty and sandy shell specks like another brand coconut flour which is fairly mild in flavor is gluten free high fiber and high protein it naturally sweetens dishes even though it is low in carbohydrates glycemic load of zero i use this versatile fiber for smoothies pancakes muffins brownies and pizza crusts you can also use it to thicken soups and sauces because coconut flour lacks gluten you have to use many eggs to bind ingredients however i reduce the overpowering flavor of the eggs and increase the fat coconut oil and fluids because the flour absorbs large amounts of moisture and dries out the products blueberry coconut flour muffins taste great and mimic cornbread with a slightly fibrous texture whether you are eating low carb diabetic friendly gluten free or any other diet you can still use this versatile virtually non allergenic coconut flour to boost your fiber intake and add variety to your dishes my digestive system feels much better with all this coconut flour i just wish that it was sold in sacks ,1
i am not nearly as picky about the variety of flavors so i am not unhappy about the duplications when i first bought them i started with root beer watermelon orange oil and cotton candy i used too much and was not pleased with the flavor results what i have learned since use a dropper to measure the amount of flavoring use orange oil with only six drops per litre it was my error in the beginning that made the products seem bad root beer in particular is very bitter if you use too much i purchased these to use with my soda stream soda maker and sweat leaf stevia sweetener the vials seem small but they make quite a bit when you use them sparingly i now keep a dropper handy for measuring i am simply having a ball choosing what flavor of soda i am drinking for the day ,1
i can not say enough about orgain it is by far the best meal replacement protein shake i have tried and i have tried them all my husband and i each have at least one per day for breakfast and occasionally after a workout i have purchased orgain on subscribe and save for several months and have encouraged many others to do so as well they are delicious and convenient thank you orgain for delivering a superior product at a great price ,1
like all the other reviews state it is ridiculously hot however it is also typically used incorrectly whether it be on purpose or an accident personally if i accidentally got a giant glob of this on something i would just trash it and start over you seriously only need to put a couple drops just does not do it for me but a glob will leave you hurting to add the amazing flavor without killing your taste buds or yourself my family are a bunch of wimps when it comes to hot food i however really like it so i got a bottle of this after having tried some at a company lunch in chicago it is perfect if used properly recommend it for anyone that likes to add a kick with a good flavor along with the caution use it right do not try and impress anyone and you will be in heaven ,1
these are amazing very tasty which can be hard to find among whole wheat crackers just really wish they could also be organic ,1
original review off i love and use regularly other madhava products both light and dark regular agave syrups as well as coconut sugar i eat almost entirely organic foods and really needed a more affordable hazelnut flavoring for my coffee currently i am using flavorganics hazelnut which is exaclty the flavor i love but i was looking for something a little more affordable the taste is just off and it is not the agave i love both light and dark agave from madhava it has a chemical or artificial taste to it and i could not do more than two sips of coffee to tell i needed to get rid of the entire i am going to see if amazon will take them back even if i have to pay shipping because i think it is offensively bad the flavorganics has actual organic hazelnut extractives which taste like real hazelnuts like the ones in justin is hazelnut nut butter updated review notified amazon that i was extremely displeased with the quality of this product even though it is clearly not the fault of amazon nor their responsibility to ensure i am happy they went out of their way to make me an even happier customer than i normally am i mean we spend hundreds of dollars a month on amazon easily and i think it is one of the best companies in the world if we can not find it on amazon or at trader joe is then we probably do not need it i still think this product is terrible and i have always thought that the starred reviews should reflect only the quality of the product for better or worse however i figure the words of the review can stray from that requirement ,0
i have tried other brands of raw honey and they have alot of wax then honey in the jars but this brand you can taste the honey it does not leave a wax ring on your tea cup i will buy this brand again ,1
i love all things coconut and was first drawn to coconut sugar when i turned to a paleo lifestyle i love that it is an organic low glycemic sweetener the blonde variety can be used as a sub for either white or brown sugar i make everything from pancakes to muffins to cookies with this and recommend it to all of my friends looking to make a healthy easy swap for refined sugar in their pantry added bonus that palm coconut sugar does not clump up as much as traditional refined brown sugar ,1
seeing such great deals here for green mountain coffees i assumed they would have the best deal on my dark magic blend i love most of the come in packs with in a pack but the dark magic is clearly the exception it is way over priced here i can get an pack in target for but low and behold over at coffee cow a pack is much better deal ,0
the peas are not green like the photo on the package they do not taste like peas and the coating does not taste like wasabi all in all these are a failure ,0
for fun i went to the nutrition store tonight and bought about dozen different protein nutritio bars my daughter and i decided we would do a taste test of each one so that we could buy the ones we liked in bulk off amazon it was a rather expensive endeavour especially since we threw out over half of them after the first bite well as you might imagine there were quite a few blech bars virtually inedible there were maybe a handful of bars that we deemed edible if really hungry and there were no other healthy options and then there were about that were really really tasty the go raw live pumpkin bar is full of yummy crunchy nuttiness i loved the taste and texture of it just bursting with pumpkin seed flavor and lightly sweetened it has more calories than any other bar i tried but it also comes with of protein of fiber and of healthy fats it is the kind of bar that is going to leave you satisfied for a long time i will definitely get these again ,1
when this quinoa arrived i was so excited it was so large and light weight and the seller was so nice following up to ensure that it had arrived safely unfortunately i did not get around to using it right away first use it was super gritty despite rinsing like eating sand so the second time around i soaked it for minutes again gritty the and final time i soaked it an hour still gritty and mushy the remaining uncooked quinoa has been thrown away this is no reflection of the seller they were very thorough ,0
either mixed with hot water milk or a spoonful in your morning coffee it is very good ,1
i ordered these since one of my favorite recipes involves egg noodles and i have been unable to find them down here in mexico i could not believe the prices of some of the other noodles who pays for noodles anyway these are good and get the job done husband and i tested them a few nights ago and they had a good flavor i will buy them again ,1
this tea has a wonderful flavor at a reasonable price and it is organic to boot i am very happy with my purchase and will most certainly be ordering bulk tea from davidson is in future ,1
first of all let me be clear that i really like this product it is yummy and the price is good the reason for the one star rating is that i have been reordering it for quite a while i reorder from my shopping list so i do not read the description carefully since i am just re ordering exactly the same thing i have gotten before or so i thought this time the bottles were half the size but the price was the same i looked at an old bottle actually can and noted that it was oz this time the three cans were each oz now the description clearly says oz so i can not complain about that but it came off my shopping list which always before sent me three oz cans so bottom line is just be careful if you have ordered this in the past and be aware of what you are getting it is still a good value just not a killer deal as it was before ,0
i am eating this chocolate as part of trauma therapy large bars come with visualization exercises it is so delicious i love the idea of using chocolate to reduce anxiety and be more present i suggest the bacon dark chocolate bar scrumptious ,1
we have ordered this product two times and the gluten free bread is very good it is light and tasty and with small pieces of cheese makes and excellent appetizer ,1
addressing the other reviews about crushed and dented cans all the cans in my case were all in perfect shape i have only bought friskies cat food after most of the other high quality pet food companies got caught buying tainted chinese protein that caused a lot of dead pets my cats were safer buying friskies than the more expensive stuff sold at the vet and at the pet stores this cat food was new to two seven month old adopted strays since getting them home from the humane society they have shown an interest in canned cat food but nothing crazy this stuff stood out as very different though they completely emptied their bowls and begged for more they have not done that on any other type of canned food so i thought it was worth a mention ,1
i bought this tea last year directly from chartreuse and have been doling it out on special occasions i have tried other lemon rooibus mixes but this one has just the right balance refreshing both hot and cold i can understand why people drink it all day and i am going to start i am so glad amazon is carrying it now ,1
i am a big fan of lemon treats so i could not pass up trying a bag on my last trip to whole foods these are so good that i searched on amazon for them to my luck surprise not only found their delicious selves but signed up for the subscribe save once a month discounted deliveries oh yeah oh yum i am considering trying out their other cookies i just can not make up my mind which to pick however if they contain agave i will give them a pass these lemon cookies contain no agave sweetener just sprouted sesame seeds dates coconut lemon all organic raw nourishing goodness the way food should be the cookies are tiny crisp chewy you are forced to slow down when you eat them or you may end up with a tired jaw these need to be nibbled at if find you ate an entire bag it is not all bad the whole bag contains way less fat calories regular cookies ,1
home baked short bread doesnt get any easier than this just cream a stick of butter mix and press into whatever pan you have handy this is as good as the shortbread i ate while living in northern england ,1
i bought this for my dog since his skin gets dry in the winter time ,1
this product is becoming hard to find in local stores here in the seattle area i love the fact that i found it on amazon and for a price that beats all others hands down if you enjoy potato dumplings from germany these are the ones to get hint drop a beef bouillon cube in water where you cook the dumplings it adds a discreet yet delicious flavor to them ,1
this cereal packs a punch it has a tremendous amount of fiber yet tastes like a delicious regular cereal my and year old boys love it ,1
i really really really wanted to like this i like other things from this company and i love coconut water especially straight outta the nut no sweeteners needed i also like coconut manna and coconut smell and coconut milk shredded coconut etc this tastes nothing like coconut water i think the stuff they add to it is what ruins it it tastes salty and fake i wish they could would just dehydrate the coconut and powder it and package that maybe it would be different i love coconut water but do not feel comfortable with the environmental cost of shipping etc i was happy to find it in powdered form and happy that there were so few ingredients i really wanted to like this i am so bummed i can not even give it away i see it is out of stock maybe they are reformulating it big tree farms if you read this please improve the taste of your formulation and let us know when you have i will gladly update my review for an improved product i rely on reviews to help me make informed buying decisions i hope this review helped you too ,0
after reading the reviews i was a bit skeptical that these would be edible but after trying them i think the bad reviews are based on an unfair expectation that these are a replacement for wheat flour pasta these actually are a fairly good substitute for asian style glass noodles and work well in stir fry and soup dishes after rinsing i tossed them into a stir fry pan with various veggies some spices and a bit of soy sauce and except for the slightly tougher texture the dish came out tasting like noodle take out from our local chinese restaurant i would not think they would hold up as well in a traditional spaghetti style dish but when prepared with a thinner sauce and left to cook long enough to absorb the other flavors of the dish they can be quite tasty one of the most filling meals i have had since trying to watch my calorie intake ,1
this product is way too sweet i diluted with half milk and there are still chunks of sugar and it is syrupy sweet even my husband who enjoys spoonfuls of maple syrup thinks it is too sweet ,0
simply delicious the preparation is a bit involved and you will need to purchase some fresh ingrediants to make this mix but if done according to the directions the cupcakes are out of this world yummy ,1
i have tasted many different kinds of coconut water but this exceeds them all because it preserves the natural taste of coconut without being bitter or too sweet healthy delicious refreshing i am glad i discovered samui ,1
overall i like this new velveeta cheesy skillets meal it was very fast less than minutes including browning the meat and unlike hamburger helper the velveeta does not require milk so quite simple to make in a pinch if you have not been to the store or whatever and the noodles are larger than the ones in the hamburger helper version the only negative thing was a slight after taste for the first few bites it was sort of a chemical tinged flavor i was the only one of the three of us that had this for dinner that experienced that after taste sensation it is entirely possible that it is just me so i am only taking one star from the overall rating ,1
box is bent and all of the sticks are stuck together this is gift i will not be giving this the way it is please let me know if there is anything i can do ,0
i do not know what these other reviewers were drinking if you close your eyes it tastes just like cold spring water maybe it is mind over matter with them i tried the water for the health benefits which i do not really notice maybe that is mind over matter too anyway now that i find out it is a business venture of the jersey housewives i probably will not be buying any more sorry ,1
this is the first oolong tea that i have tasted i found it enjoyable with a mild and delicious flavor ,1
makes great iced tea for the spring and summer months very refreshing in a hurry no need to boil water i add tea bags to a qt container hot or room temperature water let it sit on the counter for awhile then refridgerate ,1
i should have read the prior reviews because they captured my opinion exaactly the gooy stuff inside one of the candies from a few years ago could supply a days production run today ,0
this is the second time we have ordered the bottle pack of mccormick imitation vanilla butter nut flavoring unbelievably delicious good to use in baking frosting whatever your imagination can come up with just remember a little bit goes a long way ,1
we typically will doctor the spice mix a little bit to make the jerky our own however this both alone or doctored is hands down the best tasting pepper mix i have ever had possible things to add when doctoring garlic powdercuminred currycelery salt,1
i got this kit for my college son for christmas as he and his girlfriend enjoy making meals of all kinds together it was impossible to find a simple kit locally and i was very happy with this product it came sooner than promised and had just about everything to start making sushi the only issue was the handbook was not as clear as it could be for a beginner so they watched some video is on youtube and as a result we all enjoyed some awesome sushi for new years i may order a kit for myself thanks,1
first off i would like to say i just tried this tea for the first time and i loved it the tea has a subtle flavor that is hard to describe it has a pleasant taste that is not to overwhelming but refreshing it gives you a boost after drinking it and leaves you feeling more alert and peaceful the goji berries have a slightly sweet and bitter flavor and taste like they were just picked i have always been impressed with yogi teas not only do they taste good but they are all very healthy and promote healing i would also like to add that the goji berry is one of the most healing fruits in traditional chinese medicine after i drink up my boxes of tea i will definitely order more this tea is percent organic made from a proprietary blend of green tea green matcha tea leaf and goji berries ,1
laffy taffy is the best always stays soft and chewy great flavors and the shipment was so easy now i have a enough for a party for the house and for lunches ,1
with a combination of citrus zest and spices mixed with black tea his tea has an excellent smell and taste the pleasant spicy aroma reminded me a bit of chai tea but the predominant flavor was simply the black tea it is loose tea so make sure you have a tea strainer or other brewer that you can use with loose tea this small tin will probably last you all through the holiday season ,1
i have been supplementing my show line german shepherds with olewo red beets since they were young olewo red beets provide great health benefits for my high energy dogs they stay fit and maintain a suitable weight people rave about their rich red and black coat colors i am happy to provide my dogs with a natural food supplement that is high in antioxidants ,1
horizon can always be counted on to supply good great milk products and from what i have heard about how they treat their animals it sounds like they do their part for the health and well being of the animal and the environment i do have two legitimate gripes with my purchase though first the price is a bit higher than it need be but ok i could have chosen not to order secondly the expiration date is not far off enough for this to truly provide you with a back up source of milk on hand my batch is only good for months of course i can use it within months but that was not necessarily the idea it was more intended to provide a red cross pantry type product for when we unexpectedly ran out or could not get to the store etc so i really wish they would extend the shelf life on the product they are shipping this is not the first time it has happened it happens on each order i have placed if amazon and horizon could collaborate and get a much more extended shelf life this would be even be worth the extra cost just to have the peace of mind but they really need to work on that aspect enjoy your milk ,1
i recently ordered the sour punch twists they arrived in perfect condition and taste fresh i would definitely use this seller again ,1
this is the best tea either hot or cold i am receiving radiation treatments for cancer of the parotid gland and have mostly lost my sense of taste however this tea still tastes great ,1
these are great long lasting chews for small dogs our yorkie will spend a happy hour or two with a new chew and then return to it later for more gnawing the chewing puts samson small dogs need big names in a tranquil my brain is in neutral state and my wife and i feel good because we are not poisoning him with made in china junk besides all that the chews do not stink as did some lower quality brands we tried ,1
love this soup eat it plain or use it in a recipe i can t find in my area so i m glad amazon has it ,1
i love this product as my cheat snack as it is not high in sugar but still gives me a quick sugar fix i think it is a great blend of all things yummy the only downside is that it can be addicting and if you are watching calories there is a serious need to apportion your serving prior to digging in ,1
this is my favorite gum and flavor the chewability is just right i can chew them for hours and it doesnt bother my jaw ,1
after trying several different brands i found that the timothy is breakfast blend was the very best if you do not like a strong bitter coffee then this should be your choice ,1
these are delicious my son loves them seriously delicious try them ,1
recently i ended up trying out the senseo system and i tried it with the douwe egberts medium roast pods normally i drink cold brewed toddy coffee and even though i am sensitive to bitterness and acid levels in coffee i can drink that with just dairy no sugar i immediately needed quite a bit of sugar for this coffee and then i had to start drinking half my usual amount of coffee it was so bitter i almost could not drink it it was so acidic it made my stomach hurt and it was so caffeinated i got the shakes that first time the problem was i had no idea if this was a result of the senseo process the toddy is cold brew method does result in a less bitter less acidic less caffeinated coffee than normal or the coffee brand so i ordered the ecopad refillable pods to a pack very inexpensive and tried it with the same coffee i use with the toddy it tasted slightly weak oddly however it was enough for me to realize that the main problem was the douwe egberts coffee if you really love the harsher starbucks types of coffees which i do not i think you will enjoy it but if you have acid stomach problems or just do not like bitter coffee i do not recommend using de medium roast coffee pods with your senseo ,0
these caraway seeds arrived on time without damage and as advertised i opened one package and took a whiff great i just love the smell of these guys when they are fresh which is one reason i chose this package size as i will be using them fast enough to keep them at the peak of their flavor i have found that for me the larger quantities tend to go a little flat toward the end but this size in a multipack of each with the freshness sealed in should go a long way to keeping my sourdough rye tasting as good as it can if this works out i will be ordering this again and again ,1
fresh lemon taste superior to reallemon in my opinion on the negative side the closure of this product is inferior it is a snap closure with a small peg that inserts to seal the container be careful not to bend the container when opening the package or you may have difficulty getting it to close overall recommended but the seal is an issue since the seal keeps the product fresh ,1
having bought these for myself and sent them to many on my shopping list i am here to say no one is disappointed we have organic food heads in the family and they to were pleased with theingredients as well as flavor texture and size this will be an item i will purchase again and soon packaging was excellent and product came in perfect condition,1
nice product selection in an attractive wooden chest great for the tea drinker in your life recommended ,1
i purchased these treats because i was tired of getting ripped off on tiny bags of cat treats that cost way too much the main seller of these treats entirelypets had them shipped the next day and the day after that my treats arrived the bag has plenty of treats that last a great while and the price can not be beaten my cat really loves them too i highly recommend these treats ,1
can you imagine how this product came to fruition it seems like an accident like the guys in r d accidentally filled some roll on deodorant tubes with dog food flavoring or maybe it was a large scale big lots style buy where the guys at the pet food factory got an incredibly great deal when a ban roll on factory got flooded and had to unload a warehouse in any event what seems like a really weird idea is well a really weird idea that our dog loves of course there is not much nutritional value to letting your dog take a few slurps off the end of a liver flavored roll on doggie treat but hey there is not much nutritional value to that rawhide toy you just bought him either give this a try for dessert ,1
i adopted a year old boxer mix and despite my best efforts to buy him every toy on the shelf he refuses to go near any of them when i tried the everlasting ball it was love at first sight he is not a big chewer so the construction of the ball itself is not an issue although i would not recommend it for heavy chewers and he is enamored of rolling it around trying to eat the treat it worked so well bringing out the puppy in him he even picked up a stuffed animal for the first time and played with that as well ,1
i have used several brands and types of vanilla some good some bad but this madagascar bourban vanilla is by far the best that i have used i have a cupcake delivery service and will now only use this brand for my vanilla cupcakes i have also used it in fudge and ganache and all came great very fragrant and not that alcohol smell that you get with some others definatly happy with this product ,1
yes hummos from a can can be good having it as a backup to your favorite prepared hummos or as your primary hummos it is great i really like the spicy variety but it is not available from amazon yet ,1
the askri organics sesame bars with molasses and black cumin is a great snack or meal substitute i carry one in my purse for that time when i can not find anything to eat while out running errands or on a trip out of town the bars are healthy and tasty as well ,1
i love tea all kinds of teas i do not usually like fruity black teas though so ordering this was a risk but this tea is really pleasant and pairs perfectly with sweetener and cream or milk if you prefer i did not really like it black plain the flavor was a bit too strong but milk and sweetener balance it out perfectly the subtle sweetness and tartness of the plum combined with the warmth of the cinnamon make a very nice flavor if you like chai you will probably like this tea ,1
i was looking for powdered coconut milk for a backpacking meal i had to use an extra tablespoon from what the package called for to get the same flavor as canned but otherwise it was great the boxes are large and came as a four pack so i shared with some friends i have used it at home a few times as well and its great to have on hand no more half used cans of coconut milk to deal with ,1
i love grippos they are great i would go crazy if they were not sold here but you are wrong thy are not only sold in ohio they are sold here in kentucky as well and i am so glad that they are ,1
previously made in europe later the usa but now made in china the taste and smell are not what it used to be ,0
i thought that of cocoa was enough to receive a good chocolate taste and the marshmallows gave an additional sweetness for a nice cup of hot cocoa ,1
this is by far the best coffee it has a great taste and aroma love my keurig and the many varities of kcups ,1
my dog loves these treats and nothing else will do oh she gets some biscuits and carrotswhich she likes too but nothing compares to her love of these treats she loves to cheewez and we do not like to give her rawhide so these fit the bill nicely ca not miss with these great treats ,1
this is the only tea that i will drink it has an amazing taste i have been ordering this product for some time and can always rely on value as well as the flavor ,1
this product is great i would recommend purchasing xanthan gum as well because it is not as stable as bisquick in the dough holding together just a tiny bit works wonders as mentioned before it can be purchased for less than half the price from netrition the blueberry muffins are delicious and i use regular bisquick recipes substituting carbquik and sugar substitute and have had no bad results ,1
my year old loves the squeeze applesauce so i was looking for a healthier alternative she loves the plum baby blends but this one she would not eat it has a grainy texture and bland taste ,0
this is absolutely delicious and i do not think i could make a better tasting more affordable soup like this at home i added some broken up angel hair pasta organic of course to this and heated it on the stove with some chili flakes it tastes like grown up spaghettio is divine ,1
om nom nom nom nomthese things are so god dang good i tell you whatpro tip eat the chocolate off the sides to give you one big chocolate wafer,1
the best dirty martini mix ever i had some questions about the product and the company rep mr tecosky was tremendous very very helpful ,1
i was pleased with my purchase i had been looking all over for this product which is being discontinued by the manufacturer so i was happy to be able to find this in stock shipped pretty quickly ,1
i drink my coffe black with one sugar i enjoy coffee with a strong dark roasted complex flavor and when i bought a simple pod brewer for my desk i was very disappointed with the initial weak tasting coffee that i purchased with the machine i recently purchased this pack with the hope that this coffee brewer was not bought in vain this is only my second brew but i am pleasantly surprised lets not confuse a quality drip or perculator with this pod coffee but for what it is it is convienent and tasty the one common down fall with these pod coffees is the strength to water ratio i can overfill my machine with water to get a decent cup of coffee i recommend this coffee pod ,1
i am running out of ideas to put this excellent sauce on great on salads nacho chips even spread on a bagel this is the product to buy if you like the chipotle taste but remember a little goes a long way a great value for the as the bottle really lasted a long time due to the small amount used in each serving ,1
the clear wrapper on these bars immediately reveals a product that is more like homemade bars than typical snack food and the ingredients are simple and natural on taking a bite i was impressed with the crunchy texture of the nuts and it was not too sticky to hold the flavors that stood out the most were the almonds sea salt and dark chocolate i was particularly impressed with how well the salt flavor stood up and the chocolate tastes like real chocolate that would be good alone i have become more and more of a fan of these sort of back to basics products recently and not just for health reasons while some brands do taste very bland or boring as if being natural is enough others take the taste and texture seriously with no need to hide cheap ingredients behind a wall of chemicals this is one of those delightful products ,1
i use a combination of pennery is new mexico and gebhardt is in my chili i think the combination produces a very smooth chili remember to add more of both about minutes before it is done to retain the real chili powder bite that is so good ,1
do i like coffee with my cream hell yea that is why this tasty little nuke in my mouf is getting stars for deliciousness ,1
just received this item i was shocked at how tiny it was the size should be described as mini in fact they should state the dimensions in the product description the small size is long the gnawhides are thick wide have a week old cairn weighs lbs that is a very active chewer he would probably try to swallow this thing whole it would take him longer to chew his dog food than it would one of the rawhide rings i know dog toys are not cheap if you are buying them all the time but the price for this size bone is ridiculous to me especially when you add to that the cost of the refills this toy would have been great for my pom when she was a baby she weighed lbs at months but for a small dog guess my idea of small is way different rated this item stars only because it arrived quickly ,0
very good so tasty you want more my grandson even loved them he usually does not like anything similer i would buy again pricey but so good ,1
tastes like a carbonated fruit juice that really close to soda but not exactly good stuff though carbonation will still wreak havoc on your stomach though so do not accept it as healthy just yet ,1
i had high hopes for this cool brew coffee yes it is low in acid and very smooth however the mocha flavor was almost non existent and i had to add sugar to make it sweet so the easy cup of iced mocha coffee i was hoping for was not so easy once i had to add chocolateand sugar i would return it but the shipping was more than the cool brew so i am stuck withit ,0
i like this product a lot i use it in smoothies it is packed with great elements and vitamins ,1
i am rating this stars even though i have not tried this specific product yet two out of my kitties go nuts for tuna flakes this was an emergency purchase as i ran out of what i usually buy which is from asian food grocer dot com sold as people food oz for under,1
i absolutely hate the taste of this tea but if it would work i would get it again could not find it anywhere else but i think it is too expensive ,0
was basically just instant coffee and very sweet i was hoping for one more like the tassimo cappuccino pods but no such luck will def not buy again ,0
my husband and i went to maine years ago where i discovered this blueberry coffee every little shop sold it brewed by the cup i loved it of course i bought the beans and brewed it at home but its been a few yrs now and then i got a keurig and saw these kcups it tastes just as wonderful as it cools it is even more flavorful so i decided to brew a cup cool it for later and drink it on ice oh yea it makes a great blueberry iced coffee this will be a regular hot or cold ,1
i love jam but we never finish the big pots we get tired of one flavor and open another jar and another one these little pots are ideal for us they may be a little more expensive than larger pots but if you are like us at least you won t going to waste food they are also very nice to put on the table when you have guests we love the stonewall kitchen product and their strawberry jam is consistent with their brand delicious ,1
good quality seeds a pound goes a long way nice combination of seeds this combination does have a flavor zing i do not know if its a radish or broccoli seeds that add the spicy flavor very tasty ,1
we made jell o shots with this and they came out great also mixed some coconut rum with it everyone loved them ,1
i have a black lab boxer named molly she is a highly active dog who runs at least twice a day and swims in the ocean i have been feeding her laughing dog since she was months old started with the young dog and now is on the brave dog she loves the food her coat is superior to most dogs it is by far one of the best foods out there i am very happy with it and recommend it to every pet owner ,1
these are total crap did not catch one fly followed directions to the letter no results complete rip off beware ,0
i have tried many different mineral waters to help me to quit drinking sodas i am a cola drinker and i needed something really strong all the other mineral waters went flat not long after drinking this water held its strength after being open for a few days truly unbelievable what i really like is that this water is in a glass bottle which is a plus will never drink any other brand ,1
spanish olives are not as perfumed as italian also wait for sales and you do better ,0
this is my everyday tea great favor black tea the pricing through amazon was much lower then in the stores and as i drink this tea everyday getting it in bulk is great ,1
i came across this mina harissa spicy sauce by chance it absolutely knocked my socks off and i am in love my first time at it i started off pretty conservatively with scrambled eggs after the first bite i have sincefallen totally in love with this sauce i put loads of it on and cover every square inch of my plate and i refuse to make scrambled eggs unless i have this sauce no joke buy this sauce and you will experience happiness that is until you run out if you dig hot sauce you should probably buy two or so right off the bat once you try this sauce you will be hooked gauranteed ,1
we have a year old bullmastiff and have tried iams which she would eat but was not too crazy about we decided to go with wellness a little pricey but well worth it ,1
i really enjoyed riesen and i found this candy thoroughly pleasurable this treat is dark chocolate on the outside and has a chewy caramel center on the inside its taste an texture were a real delight riesen is different unlike other candies that are overwhelming sweet and sugary riesen is full of flavor th exterior dark chocolate has a smooth feel and a rich chocolate taste for me its the flavor of the exterior that does it for me unlike other dark chocolates which can be bitter this chocolate is only cacao which gives you a great mix between sweet and dark i just wish there was more dark chocolate the interior of a riesen is chewy and has a deep rich creamy sticky caramel flavor again this caramel does not have that strong sugary taste instead you taste the richness of creamy caramel but in a hard format that becomes softer and chewier over time until it melts in your mouth this delicious long lasting caramel was excellent my only problem with this product is the lack of nutrition but im not expecting to eat kale or goji berries i come to this product for pleasure taste and texture my hats of to stock manufacturer of this wonderful candy i will continue to buy it in the future,1
i just chop them in the food processor with some celery add some nayonaise and pepper serve on a roll or bagel and it is great the only problem is that they are so good i keep eating them right out of the can while i am making lunch ,1
nylabone healthy edibles puppy chews turkey and sweet potato petite pouchthis product has given my puppies diarrhea avoid it ,0
our kids drink or more gallons of milk per week and it was taking up a disproportionate amount of space in our refrigerator compared to other things my wife remembered nido from when she was a kid so we tried it out our experience is very positive it tastes great and the kids love it now we make a gallon of milk when we run out no need to run to the store the canister is giant i have not figured out exactly how much milk it makes but its quite a bit off hand it seems like a better bang for the buck than liquid milk we are now going to be using this exclusively because it fits our lifestyle better ,1
i have long enjoyed the combination of a fruit drink mixed with sparkling water the fruit drinks by themselves tend to be too sweet and syrupy for my taste and the sparkling water cuts that and adds the zing of carbonation as well this drink does the work for me and they do it well i really enjoyed these and will buy more ,1
got this to make roja sauce but it adds complexity to many mexican dishes i love that it is in a paste form so easy to use ,1
i bought unsalted knowing they are better for me also knowing salted would probably taste better but wow these are amazing without the salt i really really like them my boyfriend will eat the whole bag if i bring them over and my mom aunt and friends all like them too ,1
these are not your run of the mill pig ears they are really big they are not greasy either i was pleasantly surprised after receiving my order am now ordering again our dogs love them ,1
just open the package and start huffing the fumes alone will get you going seriously these have the same acrid chemical bite as a dry erase marker phew if you are brave enough or stupid enough after that smell to eat a stick get your trash can ready this stuff is nasty like seriously seriously nasty with a hint of green apple it is like chewing on a green apple stick made of gasoline yuck i am not picky about my gum i am really not but i wound up spitting this out when i dared a green apple loving co worker to eat one he bit half of it off chewed it for a few seconds then said okay i am done and spit it out i suggested we keep it around for interviewees it would be a great test of character and we could evaluate how our candidate handles the pressure of being offered a piece of gum and then discovering it was poisonous but it did not fly anyway stay far far away from this one ,0
after trying,0
the words protein drink do not generally conjure up images of something that is both delicious and good for you but this product is great it does not have the smell of other powders you know the smell yuck but this makes a wonderful drink and it does not taste like any of the other dozens and dozens of sub par powders just try it if you love coffee you will love click ,1
i decided to purchase this can of rice after viewing an episode of in search of perfection in which heston blumenthal went ocd over developing the perfect risotto using his normal molecular gastronomic approach he settled on this particular brand of carnaroli rice as the basis for his perfect risotto i had a little fun showing this episode to some of my family members whipping out this can of carnaroli and then making them my own notion of the perfect risotto the felt like they had been given rock star treatment and visited italy in that sense it was worth it i subtract star because this is just about the most expensive rice that you can buy at the moment it is even more pricey than the rolls royce of rice spanish bomba bomba goes for about per kilo is this better than bomba i do not think so does it make a better risotto than a fine arborio rice i do not think so is it better than a good vialone nano again i do not think so my best risottos sprang from arborio rice ultimately i will use this rice again when i want to put on a show however it is too expensive to be my every day go to rice for risotto ,1
i am glad i got a whole case of these simple because after the first bag keep in mind these are small single serving bags i was not impressed and the sweet potato flavor overwhelmed me but after eating my second bag i liked them a lot they are a little salty but still sweet and they are a bit akin to the chip version of a baked sweet potato with some butter and maple syrup or at least that is how they tasted to me after getting over the initial reaction anyway my husband ended up eating the majority of them not because i did not want to eat them but because he liked them so much it took little over a week for him to eat of the box p me eating a bag like every other day not realizing my supply was rapidly diminishing needless to say i will absolutely be buying myself a case of these in the very near future a great snack and a wonderful change to the normal pop chips d god bless amy,1
